CAT revision 69 GST ref 37

=== PRAETOR/CENTURION ARMOURY + WEAPONS ===
ENTRY hq-praetor | Legion Praetor
    LINK r64-if-templar-transport-lr-hs-lr-ph-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-transport-lr-hs-lr-pr-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-transport-lr-hs-lr-proteus-hull | Optional Hull-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-hull-0 | Twin-linked Heavy Bolter -> hsgear-tl-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-hull-1 | Twin-linked Heavy Flamer -> hsgear-tl-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-pr-hull-2 | Twin-linked Lascannon -> fa-gear-tl-las | max=1 field=selections scope=parent
  GROUP r64-if-templar-transport-lr-hs-lr-ac-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-hs-lr-ac-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-transport-lr-r40-da-ammo-hs-land-raider | Dark Angels Armoury — Ammunition | 
    LINK r64-if-templar-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-ph-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-pr-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-pr-hull-0 | Molecular Acid Shells (for Twin-linked Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-ac-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-transport-lr-r64-if-arm-42-solar | Solarite Power Gauntlet -> r64-if-gear-solarite | max=1 field=selections scope=parent
    LINK r64-if-templar-transport-lr-r64-if-arm-42-solar-ex | Solarite Power Gauntlet — exchange Power Fist -> r64-if-gear-solarite-exchange | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport | Templar Assault — Assault Transport | max=1 field=selections scope=parent
    ENTRY r64-if-templar-assault-transport-lr-hs-land-raider | Land Raider Phobos or Proteus | cost= | 
    ENTRY r64-if-templar-assault-transport-sp-hs-spartan | Legion Spartan Assault Tank — only where Land Raider capacity is insufficient | cost=305 | 
  GROUP r64-if-templar-assault-transport-lr-hs-lr-ph-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ph-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-lr-hs-lr-pr-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-lr-hs-lr-proteus-hull | Optional Hull-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-hull-0 | Twin-linked Heavy Bolter -> hsgear-tl-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-hull-1 | Twin-linked Heavy Flamer -> hsgear-tl-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-pr-hull-2 | Twin-linked Lascannon -> fa-gear-tl-las | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-lr-hs-lr-ac-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-hs-lr-ac-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-lr-r40-da-ammo-hs-land-raider | Dark Angels Armoury — Ammunition | 
    LINK r64-if-templar-assault-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-ph-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-pr-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-pr-hull-0 | Molecular Acid Shells (for Twin-linked Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-r40-da-ammo-hs-land-raider-hs-lr-ac-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=3 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-r64-if-arm-42-solar | Solarite Power Gauntlet -> r64-if-gear-solarite | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-lr-r64-if-arm-42-solar-ex | Solarite Power Gauntlet — exchange Power Fist -> r64-if-gear-solarite-exchange | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-sp-hs-spartan-replace | Main Weapon Replacements | 
    ENTRY r64-if-templar-assault-transport-sp-hs-spartan-laser | Two Laser Destroyers (replace both Quad Lascannons) | cost= | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-hf | Twin-linked Heavy Flamer (replaces Twin-linked Heavy Bolter) -> hsgear-tl-heavy-flamer | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-sp-hs-spartan-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-hs-spartan-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-templar-assault-transport-sp-r40-da-ammo-hs-spartan | Dark Angels Armoury — Ammunition | 
    LINK r64-if-templar-assault-transport-sp-r40-da-ammo-hs-spartan-hs-spartan-p6 | Molecular Acid Shells (for Heavy Bolter) -> da22-acid-hb | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-r64-if-arm-45-solar | Solarite Power Gauntlet -> r64-if-gear-solarite | max=1 field=selections scope=parent
    LINK r64-if-templar-assault-transport-sp-r64-if-arm-45-solar-ex | Solarite Power Gauntlet — exchange Power Fist -> r64-if-gear-solarite-exchange | max=1 field=selections scope=parent
r41-unit-vii-1-phalanx-warder-squad | Phalanx Warder Squad
  GROUP r64-if-warder-specialweps | Bolter Replacements — one per five models | max=1 field=selections scope=parent
    ENTRY r64-if-warder-flamer | Flamer | cost=5 | max=2 field=selections scope=parent
    ENTRY r64-if-warder-melta | Meltagun | cost=10 | max=2 field=selections scope=parent
    ENTRY r64-if-warder-plasma | Plasma Gun | cost=15 | max=2 field=selections scope=parent
  GROUP r64-if-warder-sgt | Warder Sergeant Armoury — up to 50 points | max=20 field=selections scope=parent
    LINK r64-if-warder-sgt-solar | Solarite Power Gauntlet -> r64-if-gear-solarite | max=1 field=selections scope=parent
    LINK r64-if-warder-sgt-solar-ex | Solarite Power Gauntlet — exchange Power Fist -> r64-if-gear-solarite-exchange | max=1 field=selections scope=parent
  GROUP r64-if-warder-transport | Dedicated Transport | max=1 field=selections scope=parent
    ENTRY r64-if-warder-transport-lr-hs-land-raider | Legion Land Raider | cost= | 
    LINK r64-if-warder-transport-rhino | Legion Rhino Armoured Carrier -> transport-rhino | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-dread | Dreadclaw Drop Pod -> transport-dreadclaw | max=1 field=selections scope=parent
  GROUP r64-if-warder-transport-lr-hs-lr-ph-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p3 | Combi-Meltagun -> gear-combi-melta | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p4 | Combi-Plasma Gun -> gear-combi-plasma | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p5 | Combi-Volkite Charger -> gear-combi-volkite | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p6 | Heavy Bolter -> gear-heavy-bolter | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p7 | Heavy Flamer -> gear-heavy-flamer | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p8 | Multi-Melta -> gear-multimelta | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-ph-p9 | Havoc Launcher -> gear-havoc | max=1 field=selections scope=parent
  GROUP r64-if-warder-transport-lr-hs-lr-pr-pintle | Pintle-mounted Weapon | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-pr-p0 | Twin-linked Bolter -> gear-tl-bolter | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-pr-p1 | Combi-Flamer -> gear-combi-flamer | max=1 field=selections scope=parent
    LINK r64-if-warder-transport-lr-hs-lr-pr-p2 | Combi-Grenade Launcher -> gear-combi-grenade | max=1 field=selections scope=parent
